coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"101.46300767,3.10925825",Tue Aug 03 11:54:22 +0000 2021,,,https://www.instagram.com/p/CSHH5TJFFak/?utm_medium=twitter,0,1422526252561354753,,,,en,"Bukit Raja, Selangor",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",2nd dose vaccine✅ @ Setia City Convention Centre https://t.co/peaaHSY166,https://twitter.com/AmirhaziqAm/status/1422526252561354753,Sun Jan 06 11:15:58 +0000 2013,1065435836,false,hello,5173,784,829,1,MY ,Amer,AmirhaziqAm,10812,,http://instagram.com/amer.hazq,false
"-76.86697998,39.1037068",Tue Aug 03 10:54:55 +0000 2021,,,https://www.instagram.com/p/CSHBGjCHLPf/?utm_medium=twitter,2,1422511293244841987,,,,en,"Laurel, MD",false,,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",So thankful the dojo is rocking again! Thankful Covid didn’t destroy what we love doing the most… serving others! @ Better Attitude Makers Martial Arts https://t.co/LcGJihUsEz,https://twitter.com/BAMsMartialArts/status/1422511293244841987,Wed May 11 21:00:50 +0000 2011,297049298,false,"Serving Laurel, MD & surrounding communities
Celebrating 25 Years of Business! 

Super Good & Getting Better-- ORDER NOW
https://t.co/DN0FtAxdAt",7,243,614,4,"Laurel, MD",Better Attitude Makers Martial Arts,BAMsMartialArts,4705,,http://www.thebams.com,false
"-111.8429444,33.25191701",Tue Aug 03 04:41:12 +0000 2021,,,https://www.instagram.com/p/CSGWVVjL_hU/?utm_medium=twitter,0,1422417241849548801,,,,en,"Chandler, AZ",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Found this gem.  Marvin Bagley Jr’s freshman year at Corona del Sol.  Game with  Gary and Jackie Ayers at Hamilton. @ Hamilton High School https://t.co/MQ5TjG7a8B,https://twitter.com/mmyersusa15/status/1422417241849548801,Wed Sep 03 17:00:11 +0000 2014,2788315309,false,"Husband, Father of 2 daughters, Microsoft Sr. Program Manager",1872,101,623,0,"Snohomish, WA",Mark Myers,mmyersusa15,1178,,http://mark-myers.smugmug.com,false
"174.7667999,-36.7726212",Tue Aug 03 09:13:07 +0000 2021,,,https://www.instagram.com/p/CSG1czaJpQl/?utm_medium=twitter,0,1422485673546747904,,,,en,"Auckland, New Zealand",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Love getting  home from work to find a package of goodness on the door step.
With a new card to add to the collection also, haven't had a card the last few deliveries @ Meebz Coffee https://t.co/vxmwir1mHX",https://twitter.com/TheWrattRace/status/1422485673546747904,Fri Apr 09 20:11:50 +0000 2010,131275219,false,Lover of good Coffee,56,230,744,4,"Auckland, New Zealand",The Wratt Race™,TheWrattRace,2702,,,false
"-76.76011708,40.1981982",Tue Aug 03 12:04:05 +0000 2021,,,http://tl.gd/n_1srpc6u,0,1422528698583068673,,,,en,"Pennsylvania, USA",true,,0,,,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>",Michael Jai White Discusses His Son Dying From COVID-19 Months Ago - Michael Jai White Discusses His Son (cont) https://t.co/zMmpLkHWK2,https://twitter.com/TheRealMischief/status/1422528698583068673,Wed May 13 16:51:34 +0000 2009,39789727,false,"Don't get life & bullshit mixed up...... 98% of you clowns have a better internet life than a #RealLife I choke midgets, smurfs, & kick small dogs......",248,1114,3144,25,"Arkham Asylum/Bat Cave, PA",OG Crazy Norm,TheRealMischief,43720,,,false
"50.184329,26.360415",Tue Aug 03 06:40:56 +0000 2021,,,https://www.swarmapp.com/c/dYhW1hB8pti,0,1422447374467837955,,,,en,"الدمام, المملكة العربية السعودية",false,,0,,,"<a href=""https://www.swarmapp.com"" rel=""nofollow"">Foursquare Swarm</a>","I'm at COVID-19 Vaccine Center in Dammam, Ash Sharqiyah https://t.co/SMo25OzOXC",https://twitter.com/I_starz1/status/1422447374467837955,Fri May 22 17:56:02 +0000 2015,3223510668,false,|| It's a beautiful day to save lives ||🫀🩺☕️💛 ||#Med220|| خُذ صبرَ زينبَ لو بلاؤكَ أتعبَكْ فأسى تغرُّبِها يزيح تغرُّبك,7723,3123,906,0,Kingdom of Saudi Arabia,زينَب,I_starz1,23565,,https://curiouscat.me/I_starz1,false
"-86.09306154,39.85241699",Tue Aug 03 12:39:30 +0000 2021,,,https://twitter.com/ashishkjha/status/1422388463895187457,0,1422537609155317762,,,,en,"Indianapolis, IN",false,1422388463895187457,0,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Amazing thread about protecting kids under 12 from Covid. 

In short: everyone ELIGIBLE needs to get vaxxed. https://t.co/VEITsYqu5R",https://twitter.com/jamberwaves/status/1422537609155317762,Wed May 12 21:18:44 +0000 2010,143196450,false,"Hoosier by Birth, Boilermaker by the Grace of God",2294,202,375,18,"Broad Ripple, IN",JAYMO,jamberwaves,45548,,,false
"-95.3140855,29.70484924",Tue Aug 03 12:22:10 +0000 2021,,,,59,1422533248505233419,benshapiro,1422531840938754062,17995040,en,"Houston, TX",,,1,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@benshapiro Testing positive for Covid post-vaccination CAN be a cause of alarm if you are/have been around non-vaccinated people who can, in turn, spread to other non-vaccinated people. This binary thinking is exactly what’s making people be careless. “I’m vaccinated, who cares.” Insane.",https://twitter.com/alex_1916/status/1422533248505233419,Tue Jul 21 00:15:26 +0000 2009,58640374,false,,5602,490,545,8,"Houston, Texas",Cajas,alex_1916,44657,,,false
"-1.64597,6.66868",Tue Aug 03 13:54:06 +0000 2021,big ekwansobrebreonhellofm drivingyoufromashantiandbeyond covid_19 staysafe,,https://www.instagram.com/p/CSHVm1BDhY-/?utm_medium=twitter,1,1422556385045319689,,,,en,"Kumasi, Ghana",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Try answering this #big question as we drive home on #ekwansobrebreonhellofm @hello101.5fm #drivingyoufromashantiandbeyond #covid_19 #staysafe @ Kumerica https://t.co/K07kEqmDxb,https://twitter.com/GhBonShayka/status/1422556385045319689,Thu Feb 04 17:15:58 +0000 2016,4876854689,false,"RADIO PERSONALITY.
MUSIC PROMOTER.
MC.",4231,632,160,0,"Kumasi, Ghana",Gh Bonshayka,GhBonShayka,6283,,http://www.oseikromonline.com,false
"-0.49165495,51.47333522",Tue Aug 03 12:32:35 +0000 2021,RoomWithAView COVID19 quarantinelife quarantine,,https://www.instagram.com/p/CSHMOqOgeJw/?utm_medium=twitter,1,1422535871153192963,,,,en,"London, England",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Not yet half past one and (at least) the third batch of new inmates arrives. Perhaps one of them will test the wire? 😁😁😁 #RoomWithAView #COVID19 #quarantinelife #quarantine @ Sofitel London Heathrow https://t.co/x3Ko6SlUlN,https://twitter.com/pwk2013/status/1422535871153192963,Sat Jan 05 19:40:57 +0000 2013,1063818618,false,"Slayer of soucouyants (and metrics), MSF supporter, aspiring citizen of the world",1715,1448,640,48,"Congleton, England",Peter Kenny 🇹🇹🇬🇧🇧🇷🇺🇦🌻🇪🇺,pwk2013,42143,,http://fbdd-lit.blogspot.com/,false
"121.029,14.5569",Tue Aug 03 08:34:40 +0000 2021,k2build,,https://www.instagram.com/p/CSGxDQ_BxufHZgK2QYbVY5b8fq7peoCjArvmFM0/?utm_medium=twitter,0,1422475994527641629,,,,en,"Lungsod ng Makati, Pambansang Punong Rehiyon",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","If the kitchen and the master bathroom bathtub were installed, even without the windows in, I don’t think this would be a bad place to quarantine starting August 6. #k2build @ Makati https://t.co/vdiV6MUSiO",https://twitter.com/kebo_1/status/1422475994527641629,Tue Aug 26 14:29:03 +0000 2008,15996936,false,Designer  + Creative Strategist + Consultant,10,616,14,18,"Manila, Philippines",Keith kebo Brown,kebo_1,7108,,http://www.keithabrowndesigns.com,false
