coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"116.52099609,40.01709786",Fri Apr 08 05:06:05 +0000 2022,,,http://dlvr.it/SNBLwH,0,1512295695838957570,,,,en,"北京, 中华人民共和国",false,,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ZHNR — China vows to improve COVID-19 response in Shanghai amid discontent over lockdown: Many residents in Shanghai are beginning to worry about food and drinking water, as well as obtaining products such as infant formula.  

View article... https://t.co/JVed7LPtZ4",https://twitter.com/StigmabaseU/status/1512295695838957570,Tue Oct 26 15:04:54 +0000 2010,208056970,false,Asia — भारत  — Türkçe — Čeština — ελληνικά | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative,0,2529,2405,117,WORLDWIDE,Stigmabase | UN,StigmabaseU,1607304,,https://www.stigmabase.org/,false
"-116.208663,43.632116",Fri Apr 08 13:49:32 +0000 2022,covid_19 ba2,,https://www.instagram.com/p/CcF6OSurXBK5zRevLYrHGd84RgI5ULjoBvptIQ0/?igshid=YTgzYjQ4ZTY=,0,1512427426915266567,,,,en,"Boise, ID",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Wel, that was stupid. Summer's looking great.
😒
#covid_19
#ba2 @ North End https://t.co/VqnYiMiGmr",https://twitter.com/AprilCrowell/status/1512427426915266567,Wed Mar 18 04:28:11 +0000 2009,25027813,false,"Mother, writer and teacher of Asian medicine and Holistic Nutrition.",37617,514,1009,18,"Boise, Idaho, US",April Crowell☮️,AprilCrowell,21173,,http://www.aprilcrowell.com,false
"-112.0777,33.4482",Fri Apr 08 17:06:03 +0000 2022,wfhsetup catdaddyissues,,https://www.instagram.com/p/CcGQti_J7d0MHQVnVOMMF9gKfwbyLjY19aq1LU0/?igshid=YTgzYjQ4ZTY=,1,1512476879852294150,,,,en,"Phoenix, AZ",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Working from home be like... #wfhsetup
So i have to move my cats head every time i wanna save a ticket. #catdaddyissues @ Phoenix, Arizona https://t.co/rYtGL9uYyT",https://twitter.com/azsincitymagic/status/1512476879852294150,Mon Nov 23 16:56:34 +0000 2009,92061595,false,"I'm just a chill tech guy Mexican ex-magician who lives in the valley of the sun phoenix, AZ. Feel Free to Re-tweet anything and enjoy life to the fullest.",297,104,512,3,"Phoenix, Az",Rey Villanueva,azsincitymagic,5100,,http://www.facebook.com/azsincitymagic,false
"-75.68957793,45.42176188",Fri Apr 08 09:22:02 +0000 2022,Ottawa Canada news,,http://dlvr.it/SNBy9G,0,1512360107312844811,,,,en,"Ottawa, Ontario",false,,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Reducing Your Risks - COVID-19 - Carleton University https://t.co/8Tqtjw1epQ @OttawaNewsPulse 📰 #Ottawa #Canada #news,https://twitter.com/OttawaNewsPulse/status/1512360107312844811,Sun Feb 20 22:00:05 +0000 2022,1495518597426393092,false,"#Ottawa city news: society, culture 🎭, business 📊, and politics.",1899,175,787,3,"Ottawa, Ontario",🇨🇦 Ottawa News Pulse,OttawaNewsPulse,10090,,https://twitter.com/OttawaNewsPulse,false
"-73.56726563,45.63697547",Fri Apr 08 11:38:03 +0000 2022,,,http://dlvr.it/SNCLtX,0,1512394337417531394,,,,en,"Montréal, Québec",false,,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Fighting Stigma : Mental health stigma has left women hardest hit by pandemic says Milton Keynes doctor: Dr Sue Peacock, consultant health psychologist at The Saxon Clinic, says “it is the stigma about not being able to cope with the stresses and ... https://t.co/Pqmh2tLMvD",https://twitter.com/stigmabase/status/1512394337417531394,Wed Sep 01 21:06:16 +0000 2010,185789961,false,Dedicated to Education | Keeping up-to-date on global exclusion — Serving the truth — Stigmabase is a canadian internet non-profit Initiative. Founded in 2010,0,963,689,71,Worldwide,STIGMABASE | EDU,stigmabase,820626,,https://www.stigmabase.org/,false
"24.52237204,-31.11717246",Fri Apr 08 05:20:54 +0000 2022,beach campsbay capetown covid event,https://twitter.com/DailyNews79/status/1512299424331968514/photo/1,http://lasthour.hipeople.biz/SNBNkZ,0,1512299424331968514,,,,en,South Africa,false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",#beach #campsbay #capetown #covid #event Join some proudly South African stars in a game of Padel at Camps Bay - CapeTown ETC https://t.co/rQZBOzpUM1 https://t.co/PEwlxIFovh,https://twitter.com/DailyNews79/status/1512299424331968514,Wed Feb 09 07:43:20 +0000 2022,1491316688549253120,false,"Ours is just a small press release, it's not spam.
Subscribe to our comunity https://t.co/upst403dGf",10,61,537,0,Italy,DailyNews 🇮🇹,DailyNews79,159876,,https://hipeople.biz,false
"-73.56725453,45.75975883",Fri Apr 08 01:41:13 +0000 2022,,,http://dlvr.it/SNB0Jf,0,1512244138439151618,,,,en,"Mascouche, Québec",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Fighting Stigma: Coronavirus Northern Ireland: Public urged to continue wearing face coverings in hospitals ...: Northern Ireland's chief medical officer has urged the public to keep wearing face coverings when visiting hospitals, care homes and other… https://t.co/eieyp3flAK",https://twitter.com/StigmabaseN/status/1512244138439151618,Wed Sep 15 15:55:47 +0000 2010,191092262,false,Ireland — Scotland — Inuit —  Svenska  | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative,0,1610,1297,111,Ireland | Scotland | Inuit | Skandinavien,Stigmabase | NORDIC,StigmabaseN,952446,,https://www.stigmabase.org/,false
"-75.70226746,45.41660442",Fri Apr 08 10:15:34 +0000 2022,Ottawa Canada news,,http://OttawaCitizen.com http://dlvr.it/SNC60v,0,1512373579110772738,,,,en,"Ottawa, Ontario",false,,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","https://t.co/hYFjNNzLX4 → With COVID-19 on rise, more classes being cancelled due to teacher absences at Ottawa's largest school board https://t.co/VL347sC5NH @OttawaNewsPulse 📰 #Ottawa #Canada #news",https://twitter.com/OttawaNewsPulse/status/1512373579110772738,Sun Feb 20 22:00:05 +0000 2022,1495518597426393092,false,"#Ottawa city news: society, culture 🎭, business 📊, and politics.",1899,175,787,3,"Ottawa, Ontario",🇨🇦 Ottawa News Pulse,OttawaNewsPulse,10090,,https://twitter.com/OttawaNewsPulse,false
"116.52099609,40.01709786",Fri Apr 08 04:03:34 +0000 2022,,,http://dlvr.it/SNBF9h,0,1512279961956016130,,,,en,"北京, 中华人民共和国",false,,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ZHNR — Shanghai wrestles with food shortages under virus shutdown: Residents of Shanghai are struggling to get meat, rice and other food supplies under anti-coronavirus controls that confine most of its 25 million ...  

View article... https://t.co/7EdFnkCRUD",https://twitter.com/StigmabaseU/status/1512279961956016130,Tue Oct 26 15:04:54 +0000 2010,208056970,false,Asia — भारत  — Türkçe — Čeština — ελληνικά | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative,0,2529,2405,117,WORLDWIDE,Stigmabase | UN,StigmabaseU,1607304,,https://www.stigmabase.org/,false
"-77.0364,38.8951",Fri Apr 08 13:30:28 +0000 2022,,,https://www.dailymail.co.uk/news/article-10696551/Speaker-Nancy-Pelosi-82-tests-positive-COVID-virus-sweeps-DC.html,0,1512422627150905346,,,,en,"Washington, DC",false,,0,,,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">heapevents.info</a>","Article Speaker Nancy Pelosi Tests Positive Covid Virus Sweeps Dc ☝ 🙂 
 https://t.co/V43qRTAiLj",https://twitter.com/heapevents/status/1512422627150905346,Sat Jan 09 15:58:46 +0000 2021,1347935690332495877,false,just heap of US events,0,7,25,1,,heapevents.info,heapevents,21354,,https://www.heapevents.info/,false
