coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"-95.3982738,29.9549289",Sun Mar 27 16:10:12 +0000 2022,,,,1,1508114171803717635,,,,en,"Houston, TX",,,0,,,"<a href=""https://basketball.exposureevents.com"" rel=""nofollow"">Exposure Basketball Events</a>",14U - CME ELITE (JONES) def. PASADENA LOCKDOWN 49-33 @exposurebball,https://twitter.com/bballnation13/status/1508114171803717635,Tue Jul 09 20:36:26 +0000 2013,1581399979,false,"Developmental Basketball League 
Ages 5-12 yr Starts November 7,2020 thru December 12,2020 Contact Rodney 281-650-7834 or visit our website",28,851,1832,0,"Houston, TX",BBallNation,bballnation13,6267,,http://bballnation.org,false
"-101.36191323,57.73372606",Sun Mar 27 08:25:10 +0000 2022,,https://twitter.com/MissGlamourNow/status/1507997140420751360/photo/1,http://lasthour.hipeople.biz/SMRqgk,0,1507997140420751360,,,,en,"Division No. 23, Unorganized, Manitoba",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Vaccine tensions simmer in Canada as violence erupts at protests - The Mercury News https://t.co/xbowbLyHl5 https://t.co/qZ6MD4q610,https://twitter.com/JustNowOne/status/1507997140420751360,Wed Mar 23 13:14:01 +0000 2022,1506620226162634758,false,"""It is surprising how the number of news that happens in the world every day is enough to fill the newspaper exactly.""",0,2,207,0,Italia,JustNow!,JustNowOne,9901,,http://hipeople.biz,false
"-103.38999,20.72121",Sun Mar 27 20:24:18 +0000 2022,el29 runninglife runner 21k,,https://www.instagram.com/p/Cbnt3OfOjp8/?utm_medium=twitter,2,1508178119630331904,,,,en,"Zapopan, Jalisco",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Medio Maratón de Zapopan. This one is about resilience and endurance. Running on behalf of those who are struggling mentally or physically post Covid.  #el29 #runninglife #runner #21k @ Centro de Zapopan, jalisco. https://t.co/MRqcv70PZk",https://twitter.com/Pugaberto/status/1508178119630331904,Fri Jan 29 02:16:57 +0000 2010,109442915,false,"Runner. No es la necesidad, sino la casualidad, la que está llena de encantos.HM(1:38:30) M( 3:48:57)",5116,305,500,27,,Pugaberto,Pugaberto,23069,,,false
"134.23683253,-25.1875263",Sun Mar 27 14:22:46 +0000 2022,,https://twitter.com/DailyNews79/status/1508087134451748867/photo/1,http://lasthour.hipeople.biz/SMSSTW,0,1508087134451748867,,,,en,"Ghan, Northern Territory",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Thousands of students miss school amid rise in COVID-19 cases - Sydney Morning Herald https://t.co/pdWNrPFPOc https://t.co/6LwUpXp024,https://twitter.com/DailyNews79/status/1508087134451748867,Wed Feb 09 07:43:20 +0000 2022,1491316688549253120,false,"Ours is just a small press release, it's not spam.
Subscribe to our comunity https://t.co/upst403dGf",10,61,537,0,Italy,DailyNews 🇮🇹,DailyNews79,159876,,https://hipeople.biz,false
"-101.36191323,57.73372606",Sun Mar 27 06:24:10 +0000 2022,,https://twitter.com/MissGlamourNow/status/1507966690667102210/photo/1,http://lasthour.hipeople.biz/SMRdsH,0,1507966690667102210,,,,en,"Division No. 23, Unorganized, Manitoba",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Cineplex CEO calls COVID-19 cinema closures 'devastating' for employees - CP24 Toronto's Breaking News https://t.co/Wvgw9fRDak https://t.co/pVS5pNHHFk,https://twitter.com/JustNowOne/status/1507966690667102210,Wed Mar 23 13:14:01 +0000 2022,1506620226162634758,false,"""It is surprising how the number of news that happens in the world every day is enough to fill the newspaper exactly.""",0,2,207,0,Italia,JustNow!,JustNowOne,9901,,http://hipeople.biz,false
"-81.717,27.8333",Sun Mar 27 21:45:34 +0000 2022,,,https://www.palmbeachpost.com/story/news/2022/03/07/covid-florida-cases-deaths-omicron-pandemic-variant/9409367002/,0,1508198569483943937,,,,en,"Florida, USA",false,,1,,,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">heapevents.info</a>","Covid Florida Cases Deaths Omicron Pandemic Variant ☝ 😐 
 https://t.co/H9zG9FHudW",https://twitter.com/heapevents/status/1508198569483943937,Sat Jan 09 15:58:46 +0000 2021,1347935690332495877,false,just heap of US events,0,7,25,1,,heapevents.info,heapevents,21354,,https://www.heapevents.info/,false
"-97.6475,31.106",Sun Mar 27 18:30:47 +0000 2022,,,https://www.buzzfeednews.com/article/katiecamero/covid-vaccine-for-kids-under-5,0,1508149552037126150,,,,en,"Texas, USA",false,,0,,,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">heapevents.info</a>","Covid Vaccine For Kids Under ☝ 😐 
 https://t.co/jD5g5dacs2",https://twitter.com/heapevents/status/1508149552037126150,Sat Jan 09 15:58:46 +0000 2021,1347935690332495877,false,just heap of US events,0,7,25,1,,heapevents.info,heapevents,21354,,https://www.heapevents.info/,false
"121.01766613,14.57467594",Sun Mar 27 10:04:32 +0000 2022,,,https://www.instagram.com/p/Cbmm73-J6z_/?utm_medium=twitter,1,1508022148199186434,,,,en,"Lungsod ng Makati, Pambansang Punong Rehiyon",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","As conditions set to approach pre-pandemic levels, open play activities have started to resume.

Make sure to check out who you need to check out to join such activities. @ Circuit Makati https://t.co/7BEesmiaIT",https://twitter.com/LiveScoresPH/status/1508022148199186434,Sat Feb 09 19:32:51 +0000 2013,1163848740,false,for marketing inquiries email the team at pinoysportslivescores@gmail.com,12,36249,395,125,"National Capital Region, Republic of the Philippines",PHSports LiveScores,LiveScoresPH,159273,,http://LiveScoresPH.blogspot.com,false
"-73.84350331,40.74593584",Sun Mar 27 18:35:43 +0000 2022,,,https://www.instagram.com/p/Cbnhbsqu8X730d5Yw2DjUKIgs3G55jSia23k-U0/?utm_medium=twitter,0,1508150791588106243,,,,en,"Queens, NY",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Just posted a photo @ Flushing Meadows - Corona Park https://t.co/5YYNSFwJdD,https://twitter.com/TheQueenVee/status/1508150791588106243,Tue Oct 22 01:29:41 +0000 2013,2148119790,false,"Stage 4 Colon Cancer Survivor, Advocate, Blogger, C5 Committee, N2Y Advisory Board, Certified Patient Navigator, Consultant, Make-up and Butterfly Lover 👑🦋♍",15261,879,574,32,NYC,Vanessa Ghigliotty,TheQueenVee,10443,,https://healthunlocked.com/coloncancerconnected,false
"134.6654847,-24.99444879",Sun Mar 27 10:06:10 +0000 2022,EntertainmentCelebrityEntertainmentCelebrityGossip,https://twitter.com/MissGlamourNow/status/1508022561023533057/photo/1,http://lasthour.hipeople.biz/SMS0gT,0,1508022561023533057,,,,en,"Ghan, Northern Territory",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",#EntertainmentCelebrityEntertainmentCelebrityGossip Zac Efron slips back into Australia to complete 14 days quarantine in virus ravaged Sydney - PerthNow https://t.co/EmGS8DtVQz https://t.co/ifTOB9blEA,https://twitter.com/JustNowOne/status/1508022561023533057,Wed Mar 23 13:14:01 +0000 2022,1506620226162634758,false,"""It is surprising how the number of news that happens in the world every day is enough to fill the newspaper exactly.""",0,2,207,0,Italia,JustNow!,JustNowOne,9901,,http://hipeople.biz,false
"-74.0276,40.17311",Sun Mar 27 13:17:26 +0000 2022,surfwax candles airfreshener handsanitizer madeinusa belmar jerseyshore,,https://www.instagram.com/p/Cbm9ArHAdJT/?utm_medium=twitter,0,1508070693786857474,,,,en,"Lake Como, NJ",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Feeling very bes by!! #surfwax #candles #airfreshener #handsanitizer #madeinusa #belmar #jerseyshore @ Surf's Up Candle https://t.co/QBGGQmb2Kh,https://twitter.com/surfsupcandle/status/1508070693786857474,Wed Oct 15 16:48:52 +0000 2014,2832062001,false,We make all things that smell amazing 🧜🏼‍♀️🌴🌞,165,686,573,21,"Belmar, NJ",Surfs Up Candle,surfsupcandle,2852,,http://www.surfsupcandle.com,false
"22.37872414,60.38366699",Sun Mar 27 21:17:01 +0000 2022,,,https://twitter.com/SkyNews/status/1508045694896070670,2,1508191384548872195,,,,en,"Kaarina, Suomi",false,1508045694896070670,0,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Well, it is pretty true. I haven’t had it yet and I don’t really have many friends. Everything has its good sides. https://t.co/EC14QIlCLa",https://twitter.com/jan_ekholm/status/1508191384548872195,Sat Jun 13 17:31:16 +0000 2009,46926072,false,Wannabe developer. He/him. Sometimes works on the app @model_colors,11,971,5000,58,Finland,Chakie,jan_ekholm,34318,,http://www.d-pointer.com,false
"-95.4197286,29.8179128",Sun Mar 27 19:30:22 +0000 2022,,,,0,1508164544924901381,,,,en,"Houston, TX",,,0,,,"<a href=""https://basketball.exposureevents.com"" rel=""nofollow"">Exposure Basketball Events</a>",15U - PASADENA LOCKDOWN def. 1 DREAM 1 TEAM RED 46-44 @exposurebball,https://twitter.com/bballnation13/status/1508164544924901381,Tue Jul 09 20:36:26 +0000 2013,1581399979,false,"Developmental Basketball League 
Ages 5-12 yr Starts November 7,2020 thru December 12,2020 Contact Rodney 281-650-7834 or visit our website",28,851,1832,0,"Houston, TX",BBallNation,bballnation13,6267,,http://bballnation.org,false
"-73.692001,40.6819",Sun Mar 27 06:53:01 +0000 2022,SouthernStateParkway,,,0,1507973951309463553,,,,en,"North Valley Stream, NY",,,0,,,"<a href=""https://511ny.org"" rel=""nofollow"">NYRegions</a>",Cleared: Incident on #SouthernStateParkway WB at Exit 15 - North Corona Avenue,https://twitter.com/511nyLongIsland/status/1507973951309463553,Thu Jun 25 18:45:29 +0000 2009,50729679,false,Traffic & transit updates for the Long Island area provided by New York State 511. Visit the website for more feeds.,0,2051,0,115,Long Island,511NY - Long Island,511nyLongIsland,366381,,http://twitter.511ny.org/,false
"-117.57646884,33.87721252",Sun Mar 27 02:07:05 +0000 2022,intothewoods,,https://www.instagram.com/p/CblwS8lrNbh/?utm_medium=twitter,0,1507901994287218688,,,,en,"Corona, CA",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",About to watch #intothewoods by @obctheater So many friends in the show @ Corona Historic Civic Center https://t.co/msqnvC8K3V,https://twitter.com/pvanderwest/status/1507901994287218688,Fri Dec 21 00:53:28 +0000 2007,11390222,false,"#bodybuilder
#musicaltheater
#immigrant",3485,350,947,14,"Riverside, California",ConanTheProgrammer,pvanderwest,2200,,http://www.pvdw.net,false
"-0.13608912,51.50413561",Sun Mar 27 13:14:34 +0000 2022,,,http://dlvr.it/SMSKYr,0,1508069970009223169,,,,en,"London, England",false,,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Teachers forced to sign 'anti-gay contract' to be SACKED for being homosexual at Christian school: U.K. · Latest headlines The Queen Royals Prince Andrew Prince Harry Meghan Markle World News Covid-19 · News · Latest Headlines Russia-Ukraine War ... https://t.co/hoTDKmqwVB,https://twitter.com/StigmabaseO/status/1508069970009223169,Thu Apr 29 13:56:48 +0000 2010,138418838,false,Americas — United Kingdom  | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative. Founded in 2010,0,4144,3742,262,Americas | United Kingdom,Stigmabase | ORG,StigmabaseO,1829189,,https://www.stigmabase.org/,false
"-1.76917832,53.34389534",Sun Mar 27 09:59:12 +0000 2022,PoliceScotland Prisons ScottishPrisonService,https://twitter.com/DailyNews79/status/1508020807611543553/photo/1,http://lasthour.hipeople.biz/SMRzrW,0,1508020807611543553,,,,en,"East Midlands, England",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",#PoliceScotland #Prisons #ScottishPrisonService Scots inmate died alone in cell from Covid after begging guards for medical help - Daily Record https://t.co/xThospNQfD https://t.co/e7orjF5j8J,https://twitter.com/DailyNews79/status/1508020807611543553,Wed Feb 09 07:43:20 +0000 2022,1491316688549253120,false,"Ours is just a small press release, it's not spam.
Subscribe to our comunity https://t.co/upst403dGf",10,61,537,0,Italy,DailyNews 🇮🇹,DailyNews79,159876,,https://hipeople.biz,false
"-73.692001,40.6819",Sun Mar 27 06:49:16 +0000 2022,SouthernStateParkway,,http://511ny.org/EventDetails/TRANSCOM/ORI242875709,0,1507973008555659265,,,,en,"North Valley Stream, NY",false,,0,,,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>",Incident on #SouthernStateParkway WB at Exit 15 - North Corona Avenue https://t.co/ufkInq8p7L,https://twitter.com/511NY/status/1507973008555659265,Thu Jun 25 17:22:38 +0000 2009,50706690,false,Traffic & transit updates for all of New York State provided by New York State 511. Visit the website for more feeds.,0,3681,193,251,New York State,511 New York,511NY,5562140,,http://twitter.511ny.org,false
"-79.385808,43.650617",Sun Mar 27 20:59:29 +0000 2022,,https://twitter.com/gssq/status/1508186971360927749/photo/1,https://www.swarmapp.com/c/j6pW0L6GjdA,0,1508186971360927749,,,,en,"Toronto, Ontario",false,,0,,,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","Sleeping beauty. Brass off today. Back to February - masks &amp; vaccine passports (@ R. Fraser Elliott Hall in Toronto, ON) https://t.co/p6L89G6HK5 https://t.co/jjFDxaIRe4",https://twitter.com/gssq/status/1508186971360927749,Sun Jan 21 10:10:25 +0000 2007,674573,false,"Ah! Libiam, amor, fra' calici più caldi baci avrà",30,1092,718,47,Shithole,Agagooga,gssq,93008,,http://gssq.blogspot.com/,false
"23.76840239,-31.17910731",Sun Mar 27 19:16:37 +0000 2022,,https://twitter.com/DailyNews79/status/1508161084162674690/photo/1,http://lasthour.hipeople.biz/SMT0L2,0,1508161084162674690,,,,en,South Africa,false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Tough times for who? Ministers splurged R19m on new cars amid poverty and Covid lockdowns - TimesLIVE https://t.co/102Yvjnvt4 https://t.co/Gdv9chfGd4,https://twitter.com/DailyNews79/status/1508161084162674690,Wed Feb 09 07:43:20 +0000 2022,1491316688549253120,false,"Ours is just a small press release, it's not spam.
Subscribe to our comunity https://t.co/upst403dGf",10,61,537,0,Italy,DailyNews 🇮🇹,DailyNews79,159876,,https://hipeople.biz,false
"79.984,14.4555",Sun Mar 27 16:39:51 +0000 2022,,,https://www.instagram.com/p/CbnULHvpRuC/?utm_medium=twitter,0,1508121634275794945,,,,en,"Nellore, India",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Today Our Team all Met ""The Real Corona Killer Mr. ANANDAYYA SIR"" Together. @ Nellore https://t.co/7N0wAw88Ww",https://twitter.com/KilaPavankumar/status/1508121634275794945,Fri Nov 05 10:40:26 +0000 2021,1456572048940044290,false,"#pranaamamfoundation
#pranaamamcreations",296,4,18,0,Nellore,Kila Pavankumar,KilaPavankumar,19,,https://pranaamamfoundation.business.site/,false
"-84.022,42.3050799",Sun Mar 27 22:22:09 +0000 2022,,,https://www.instagram.com/p/Cbn7WRzgD9X/?utm_medium=twitter,0,1508207776224489475,,,,en,"Chelsea, MI",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",We know so many people are still working from home these days. All that stress and tension from sitting at the computer all day can add up. Call us today to schedule a relaxing therapeutic massage! (734) 593-9135 https://t.co/S1p8WP10ch,https://twitter.com/Curtis_Chiro/status/1508207776224489475,Fri Jul 28 16:46:07 +0000 2017,890976673537167360,false,"Doctor Jonathan Curtis is a chiropractor at Curtis Chiropractic in Chelsea, MI.",10,30,112,0,"Chelsea, MI",Curtis Chiropractic,Curtis_Chiro,384,,https://www.curtis-chiropractic.com/,false
"-101.2294452,57.87968177",Sun Mar 27 23:09:35 +0000 2022,SocialIssues EducationLearning,https://twitter.com/MissGlamourNow/status/1508219710780829697/photo/1,http://lasthour.hipeople.biz/SMTLMG,0,1508219710780829697,,,,en,"Division No. 23, Unorganized, Manitoba",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",#SocialIssues #EducationLearning Schools use play as tool to help students recover from pandemic learning loss - The Globe and Mail https://t.co/N94WrDr68N https://t.co/7AfmmO1qld,https://twitter.com/JustNowOne/status/1508219710780829697,Wed Mar 23 13:14:01 +0000 2022,1506620226162634758,false,"""It is surprising how the number of news that happens in the world every day is enough to fill the newspaper exactly.""",0,2,207,0,Italia,JustNow!,JustNowOne,9901,,http://hipeople.biz,false
"-80.17704846,25.77996476",Sun Mar 27 13:52:14 +0000 2022,,,https://www.instagram.com/p/CbnA_gzNF6o/?utm_medium=twitter,1,1508079449270534144,,,,en,"Florida, USA",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",One week out of quarantine today and 3 shows down!!🕺🏽 last premiere of the week tonight 🤩 @ MSC Divina https://t.co/jyuvlUI632,https://twitter.com/NicccBaby/status/1508079449270534144,Sun Feb 07 20:00:51 +0000 2010,112249546,false,"Dancer, MANA Cheerleader. London. Insta: NicccBaby",17282,1581,1168,11,"London, England",Nic,NicccBaby,40095,,,false
"-73.692001,40.6819",Sun Mar 27 10:55:14 +0000 2022,SouthernStateParkway,,http://511ny.org/EventDetails/TRANSCOM/ORI242876009,0,1508034908811366403,,,,en,"North Valley Stream, NY",false,,0,,,"<a href=""https://511ny.org"" rel=""nofollow"">NYRegions</a>",Incident on #SouthernStateParkway WB at Exit 15 - North Corona Avenue https://t.co/PUZuCCT3M2,https://twitter.com/511nyLongIsland/status/1508034908811366403,Thu Jun 25 18:45:29 +0000 2009,50729679,false,Traffic & transit updates for the Long Island area provided by New York State 511. Visit the website for more feeds.,0,2051,0,115,Long Island,511NY - Long Island,511nyLongIsland,366381,,http://twitter.511ny.org/,false
"-1.15015,52.95344",Sun Mar 27 10:12:12 +0000 2022,eggwatch,https://twitter.com/NottsFalconcam/status/1508024078740992005/photo/1,,1,1508024078740992005,,,,en,"Nottingham, England",false,,0,,,"<a href=""http://betterthanlife.co.uk/wp"" rel=""nofollow"">falconcam</a>","Day 12 - 11:12, Detected: Interesting_InNestBox (10°C, broken clouds, Wind: LightBreeze 2.1m/s NNE) - ""I think we are safe from COVID19 up here.  Just..."" -   #eggwatch https://t.co/Rq9AuEduDR",https://twitter.com/NottsFalconcam/status/1508024078740992005,Sat Feb 18 19:19:55 +0000 2012,496246862,false,"#TwitterBot - Playing with #MLnet via public streams to categorise.  Tweets and clips automagically. 🐤🐤
 https://t.co/tjdkK2O0Vq",453,524,40,4,Nottingham,NottsFalconcam,NottsFalconcam,7254,,,false
