coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"138.62462997,-34.94670425",Wed Mar 02 03:38:27 +0000 2022,,,https://www.swarmapp.com/c/itmH5VL00I0,0,1498865291417247747,,,,en,"Adelaide, South Australia",false,,0,,,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","Just finish from work to Hahndorf for pick up of my Neighbour to take me home. (@ Bus Stop 5 Fullarton Road in Adelaide, South Australia) https://t.co/Z9oKRUhnfk",https://twitter.com/missypsays/status/1498865291417247747,Tue Aug 09 11:45:01 +0000 2011,351539542,false,TAFESA 2013-17👩‍🎓🎨|Port - AFL|Visual Artist|Space - 🎨🔭✏️|SANFL - Roosters Membership|IG: missypascoe|Special Olympics - Barker/South Australia 🏀,3208,240,501,10,"Adelaide, Australia",Missy Pascoe,missypsays,28861,,https://donate.nationalgames2022.com.au/fundraisers/MissyPascoe/national-games-2022,false
"-78.873215,35.746826",Wed Mar 02 19:19:14 +0000 2022,,,https://www.instagram.com/p/CanOitrl1Zp/?utm_medium=twitter,0,1499102045911064586,,,,en,"Apex, NC",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",After a couple days in bed (non-COVID-19 VIRUS) I was thrilled to ride out for some remote working! @ Starbucks https://t.co/GQwiLD7GpX,https://twitter.com/ebsewi/status/1499102045911064586,Sun Oct 12 13:38:45 +0000 2008,16707550,false,"If I post something, without ambiguity, it is probably by accident. Host of IN DEEP With Dan podcast.

I used to live in Wisconsin. Now I'm warm.",3011,213,981,6,"Cary, NC",ebsewi,ebsewi,7236,,http://INDEEPWithDan.com,false
"116.52099609,40.01709786",Wed Mar 02 08:13:05 +0000 2022,,,http://dlvr.it/SKw56c,0,1498934406219644928,,,,en,"北京, 中华人民共和国",false,,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ZHNR — Hong Kong leader urges calm as lockdown fears cause panic buying: After keeping coronavirus infections near zero for much of the pandemic, the Chinese-ruled city has seen per capita cases surge above the peaks ...  

View article... https://t.co/DlquaqWFPP",https://twitter.com/StigmabaseU/status/1498934406219644928,Tue Oct 26 15:04:54 +0000 2010,208056970,false,Asia — भारत  — Türkçe — Čeština — ελληνικά | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative,0,2529,2405,117,WORLDWIDE,Stigmabase | UN,StigmabaseU,1607300,,https://www.stigmabase.org/,false
"-79.7164011,43.7742911",Wed Mar 02 06:19:08 +0000 2022,Covid19 Health Lifestyle,,http://dlvr.it/SKvrWl,0,1498905725787017217,,,,en,"Brampton, Ontario",false,,2,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Pfizer Covid vaccine less effective in kids 5 to 11: Study https://t.co/4mXGm6f3q8 #Covid19 #Health #Lifestyle,https://twitter.com/Weeklyvoice/status/1498905725787017217,Tue Mar 30 17:43:21 +0000 2010,127943720,false,Most Trusted News in North America’s South Asian Communities Since 1997,172,495,299,11,Toronto,Weekly Voice,Weeklyvoice,37140,,http://www.Weeklyvoice.com,false
"57.36923623,-20.27948716",Wed Mar 02 10:54:31 +0000 2022,kenzibar flicenflacbeachmauritius mauritius burgershack islandvibes Fish snacks covid19 localrestaurant,,https://www.instagram.com/p/CamUyINg82f/?utm_medium=twitter,0,1498975031438843912,,,,en,Republic of Mauritius,false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Kenzi Bar Resto will remain closed tonight 2nd March 2022.
We apologise. #kenzibar #flicenflacbeachmauritius #mauritius #burgershack #islandvibes #Fish&amp;Chips #snacks #covid19 #localrestaurant @ Kenzi Bar Resto https://t.co/W3nryANrxe",https://twitter.com/nishal1977/status/1498975031438843912,Tue Feb 21 06:36:30 +0000 2012,498590705,false,Aweome relaxing and friendly cocktail bar and restaurant with live music on Fridays Wednesdays and Sundays. Tel +230 52509094 Flic en Flac Mauritius,331,16,148,0,Republic of Mauritius,Kenzi Bar Resto,nishal1977,588,,http://www.kenzibar.com,false
"103.771,1.44111",Wed Mar 02 09:51:57 +0000 2022,covidnegative covid arttest covidtest covidfree,,https://www.instagram.com/p/CamNn1pFgWQ/?utm_medium=twitter,0,1498959285115670529,,,,en,"北区, 新加坡",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","At last!! I’m Negative on Day 5 !! Just my tastebud still affected maybe 50% muted. And feeling a little tired still. #covidnegative #covid #arttest #covidtest #covidfree @ Marsiling, Singapore https://t.co/7nxn4jSAzq",https://twitter.com/teelip/status/1498959285115670529,Sun Nov 23 06:09:13 +0000 2008,17569873,false,"Life is short, live yours to the creative max!",92,440,1257,6,Singapore,Teelip,teelip,3240,,https://about.me/teelip,false
"-123.07571411,49.23587045",Wed Mar 02 16:38:08 +0000 2022,,,http://dlvr.it/SKxbXh,0,1499061504989007874,,,,en,"Vancouver, British Columbia",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","CANR — Researchers make major COVID breakthrough, create affordable shot to vaccinate the world: Hopefully this can fill the horrible inequality gap that's out there to vaccinate the world,"" Hotez told Spotlight on America.  

View article... https://t.co/dKrEUowIL7",https://twitter.com/StigmabaseO/status/1499061504989007874,Thu Apr 29 13:56:48 +0000 2010,138418838,false,Americas — United Kingdom  | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative. Founded in 2010,0,4144,3742,262,Americas | United Kingdom,Stigmabase | ORG,StigmabaseO,1829186,,https://www.stigmabase.org/,false
"-0.12485951,51.50538967",Wed Mar 02 10:08:04 +0000 2022,Pfizershots,,http://dlvr.it/SKwP0y,0,1498963342097989635,,,,en,"London, England",false,,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",#Pfizershots protect kids from severe COVID even in omicron https://t.co/rzjf37W3MX,https://twitter.com/BritishHeraldUK/status/1498963342097989635,Wed Feb 17 17:49:42 +0000 2010,115123902,false,Where Britain Meets the World® | The Official handle of #britishherald,350,133879,608,283,"London, United Kingdom",British Herald,BritishHeraldUK,57111,,http://www.britishherald.com,false
"125.56163779,7.05365267",Wed Mar 02 12:45:18 +0000 2022,,,https://www.instagram.com/p/CamhdhEvuu3/?utm_medium=twitter,0,1499002909106884608,,,,en,"Lungsod ng Davao, Rehiyon ng Davao",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Happy birthday to my loving mother earth! 🎂🎂🎂🎂🎂 Wish is granted reunited again! 🎈🎶💐🎊🍰🍹🥂
We love you mama Endring kahit pandemic masarap at masaya padin ang pagsasamahan naten! ❤️❤️❤️
Stay healthy and pretty as always! 😍💗 https://t.co/TVKN37Kmya",https://twitter.com/surigao18/status/1499002909106884608,Mon Jul 12 07:25:56 +0000 2010,165681151,false,I am nothing without God...,7,47,5,0,Republic of the Philippines,irene18surigao,surigao18,3856,,,false
"13.1199934,52.381905",Wed Mar 02 12:07:28 +0000 2022,nowplaying FifthHarmony Wittenberge Brandenburg GER,,,0,1498993387596398603,,,,en,"Potsdam, Deutschland",,,0,,,"<a href=""http://www.bbradio.de"" rel=""nofollow"">BB RADIO Music App</a>",#nowplaying #FifthHarmony ~ Fifth Harmony | Work From Home ||| BB RADIO - In #Wittenberge #Brandenburg #GER auf 104.3,https://twitter.com/_BB_RADIO_MUSIC/status/1498993387596398603,Tue Jun 29 10:26:00 +0000 2010,160874621,false,BB RADIO is one of the leading radio stations in Berlin and Brandenburg in Germany.,2,2588,1711,177,"Germany, Potsdam",BB RADIO Playlist,_BB_RADIO_MUSIC,996202,,http://www.bbradio.de,false
