coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"-110.9708,32.219",Mon Mar 14 01:39:33 +0000 2022,,,https://www.instagram.com/p/CbEOz5bL38K/?utm_medium=twitter,0,1503184022134001668,,,,en,"Tucson, AZ",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Did you get the covid-19 shot 💉 @ Tucson, Arizona https://t.co/pe1SFZJ6gL",https://twitter.com/Kevyna35/status/1503184022134001668,Thu Apr 09 22:23:20 +0000 2020,1248375876556750848,false,"IG  KEVYN34_     
Snapchat Ghost6105
#Arizonawildcats
#blacklivesmatter 
#ArizonaBlue2022",10014,138,77,2,"Arizona, USA",Kevyn😷⚡🇺🇲🇺🇦,Kevyna35,28355,,,false
"-0.4576093,51.4692883",Mon Mar 14 09:27:52 +0000 2022,,,https://twitter.com/RealGeneKim/status/1503249710471004162,1,1503301880176209923,,,,en,"Hillingdon, London",false,1503249710471004162,0,,,"<a href=""http://klinkerapps.com"" rel=""nofollow"">Talon Android</a>",For everyone modelling supply chain and inflation targets in prep for the next quarter... Sorry guys.  https://t.co/W9vHmXLjq5,https://twitter.com/oneguynick/status/1503301880176209923,Fri Feb 16 16:20:30 +0000 2007,775754,false,"Geek, CTO at @blueprintpower, USAF Vet, and Michigander. Married to @alimarie986  // Opinions are my own // (he/him)",21778,1121,4906,26,"Standish, MI",oneguynick,oneguynick,10660,,https://geekyschmidt.com,false
"101.75525,3.14844",Mon Mar 14 04:42:20 +0000 2022,workfromanywhere morningvibes coffeeshop takeawaycoffee workfromhome staysafe aftercrossfit aftercrossfitmeal,,https://www.instagram.com/p/CbEjul_hCTp/?utm_medium=twitter,0,1503230023133659137,,,,en,"Ulu Langat, Selangor",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Just discovered a new place to hangout in Ampang 

#workfromanywhere 
#morningvibes 
#coffeeshop 
#takeawaycoffee 
#workfromhome 
#staysafe 
#aftercrossfit 
#aftercrossfitmeal @ Javabbq https://t.co/wUy8TkzlWg",https://twitter.com/maziahsuraya/status/1503230023133659137,Sun Sep 19 12:11:32 +0000 2010,192528317,false,Architecte / Arquitecto Naval.,495,101,294,0,Malaysia,Maziah Suraya Abd Majid,maziahsuraya,821,,,false
"23.76840239,-31.17910731",Mon Mar 14 09:06:24 +0000 2022,,https://twitter.com/DailyNews79/status/1503296475303870466/photo/1,http://lasthour.hipeople.biz/SLfGpk,0,1503296475303870466,,,,en,South Africa,false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Insurers build a war-chest to manage the fifth wave of Covid-19 infections - News24 https://t.co/ZIGwbNUBmC https://t.co/JNjx4APR3e,https://twitter.com/DailyNews79/status/1503296475303870466,Wed Feb 09 07:43:20 +0000 2022,1491316688549253120,false,"Ours is just a small press release, it's not spam.
Subscribe to our comunity https://t.co/upst403dGf",10,61,537,0,Italy,DailyNews 🇮🇹,DailyNews79,159876,,https://hipeople.biz,false
"-73.56725453,45.75975883",Mon Mar 14 06:39:16 +0000 2022,,,http://BelfastTelegraph.co.uk http://dlvr.it/SLdxvj,0,1503259447073771520,,,,en,"Mascouche, Québec",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Fighting Stigma: Coronavirus Northern Ireland: Two deaths and 1,669 new cases reported — https://t.co/RpoY1xBrmG: Two further coronavirus-related death have been recorded in Northern Ireland on Sunday, the Department of Health has reported. https://t.co/l9sCH9gQSH",https://twitter.com/StigmabaseN/status/1503259447073771520,Wed Sep 15 15:55:47 +0000 2010,191092262,false,Ireland — Scotland — Inuit —  Svenska  | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative,0,1610,1297,111,Ireland | Scotland | Inuit | Skandinavien,Stigmabase | NORDIC,StigmabaseN,952436,,https://www.stigmabase.org/,false
"-73.60042686,40.7277648",Mon Mar 14 03:43:51 +0000 2022,BabyRodriguez jamarican blacaino mixedbabies muñequita babiesofinstagram babiesoftwitter homeschool LCIM,,https://www.instagram.com/p/CbEdCUUAnWC/?utm_medium=twitter,0,1503215305199435776,,,,en,"East Garden City, NY",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","How it started...how it ended 🦕
~
~
~
#BabyRodriguez #jamarican #blacaino #mixedbabies #muñequita #babiesofinstagram #babiesoftwitter #homeschool #LCIM @ Long Island Children's Museum https://t.co/o6OE5d6uQv",https://twitter.com/DaniJamarican/status/1503215305199435776,Mon Oct 08 14:54:09 +0000 2018,1049311993432363009,false,"Baby Boss and Infant-prenuer 🇯🇲 🇵🇷
#JamaRican
#BlacAino
#CocoaKhaleesi
Model
Influencer 
Entrepreneur
Account run by mom @prplehaiz {DM for collab}",192,6,10,0,"Yonkers, NY",Dani Ava Rodriguez,DaniJamarican,515,,,false
"-73.692001,40.6819",Mon Mar 14 11:07:01 +0000 2022,SouthernStateParkway,,,0,1503326830014652417,,,,en,"North Valley Stream, NY",,,0,,,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>",Cleared: Incident on #SouthernStateParkway WB from Exit 15 - North Corona Avenue to Exit 13N - North Central Avenue,https://twitter.com/511NY/status/1503326830014652417,Thu Jun 25 17:22:38 +0000 2009,50706690,false,Traffic & transit updates for all of New York State provided by New York State 511. Visit the website for more feeds.,0,3681,193,251,New York State,511 New York,511NY,5562096,,http://twitter.511ny.org,false
"-3.16095114,53.26444288",Mon Mar 14 10:25:31 +0000 2022,workingfromhome outondeliverys premiersundecks northwales flintshire sundecks madeinbritain supportsmallbusinesses,,https://www.instagram.com/p/CbFLAOttNFZ/?utm_medium=twitter,0,1503316386856243207,,,,en,"Bagillt, Wales",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Our office is #workingfromhome today. So please phone us or email to get in touch. #outondeliverys #premiersundecks #northwales #flintshire #sundecks #madeinbritain #supportsmallbusinesses @ Premier Sundecks https://t.co/w3WRexKJxE,https://twitter.com/PremierSundecks/status/1503316386856243207,Tue Oct 16 12:29:27 +0000 2012,884335284,false,We make PVCu decking mainly for Caravan/Holiday Homes here in North Wales.,352,188,277,7,"Holywell, North Wales.",Premier Sundecks,PremierSundecks,1725,,http://www.premiersundecks.co.uk,false
"-82.098816,33.520918",Mon Mar 14 03:55:31 +0000 2022,josecuervoespecial,,https://www.instagram.com/p/CbEeXuvAPli/?utm_medium=twitter,0,1503218240436252677,,,,en,"Martinez, GA",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I just got home from working 16 hours. I'm about to shower🚿, take this shot🥃 to the head🥴 and go to bed🛏😴. #josecuervoespecial @ Martinez https://t.co/a16bc4oVQU",https://twitter.com/corey30901/status/1503218240436252677,Tue Aug 18 12:57:59 +0000 2009,66673794,false,,7780,116,987,3,"Martinez, Ga",Corey Kendrick,corey30901,4365,,,false
"-73.692001,40.6819",Mon Mar 14 11:07:01 +0000 2022,SouthernStateParkway,,,0,1503326829125554177,,,,en,"North Valley Stream, NY",,,0,,,"<a href=""https://511ny.org"" rel=""nofollow"">NYRegions</a>",Cleared: Incident on #SouthernStateParkway WB from Exit 15 - North Corona Avenue to Exit 13N - North Central Avenue,https://twitter.com/511nyLongIsland/status/1503326829125554177,Thu Jun 25 18:45:29 +0000 2009,50729679,false,Traffic & transit updates for the Long Island area provided by New York State 511. Visit the website for more feeds.,0,2051,0,115,Long Island,511NY - Long Island,511nyLongIsland,366381,,http://twitter.511ny.org/,false
