coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"-0.39816856,51.36702146",Sun Jan 31 10:56:33 +0000 2021,,https://twitter.com/DailySURREY/status/1355832333966868482/photo/1,https://j.mp/3pA2XaZ,0,1355832333966868482,,,,en,"West Molesey, South East",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",The house plant trend homeowners in lockdown are going crazy over on Instagram https://t.co/GHZR7Bd1ar https://t.co/KIYJpp3ZQz,https://twitter.com/DailySURREY/status/1355832333966868482,Tue May 29 14:34:30 +0000 2012,593756033,false,"Tweeting all of the latest local news, updates, and chat from the county of #Surrey, UK for the last 8 years and counting...",33,4224,1653,57,"Surrey, UK",SURREY,DailySURREY,49081,,https://twitter.com/dailysurrey,false
"-121.48248618,38.58631492",Sun Jan 31 05:36:51 +0000 2021,twoofthree myloves siblings moose riv quarantine,,https://www.instagram.com/p/CKsqb5nJO71/?igshid=1qzbppj363hvh,0,1355751880970924032,,,,en,"Sacramento, CA",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","These kids were happy it wasn’t raining and we could get some quality park time in today. 
.
.
#twoofthree #myloves #siblings
#moose #riv #quarantine @ Muir Playground https://t.co/YMyAfGoKqT",https://twitter.com/tai_p/status/1355751880970924032,Fri Sep 19 01:57:55 +0000 2008,16357475,false,IT nerd. Whiskey and craft beer lover.,118,54,268,2,California,Tai Pfleger,tai_p,3895,,,false
"-77.5817439,35.2640291",Sun Jan 31 08:46:54 +0000 2021,,,https://www.neusenews.com/index/2021/1/26/despite-covid-19-2020-was-record-setting-year-for-saving-lives-in-north-carolina,0,1355799709240201219,,,,en,"Kinston, NC",false,,0,,,"<a href=""http://www.squarespace.com"" rel=""nofollow"">Squarespace</a>","Despite COVID-19, 2020 was record-setting year for saving lives in North Carolina  https://t.co/zhWi2ErYMl",https://twitter.com/NeuseNews/status/1355799709240201219,Tue Apr 10 03:18:40 +0000 2018,983544768285298688,false,"Hyper-local news with no pop-ups, no AP news and no online subscription fees. No kidding! Subscribe (for free) to our Neuse Newsletter delivered daily at 7 am.",375,1362,95,7,"Kinston, NC",Neuse News,NeuseNews,9225,,https://linktr.ee/neusenews,false
"-121.5705372,37.00748787",Sun Jan 31 10:33:03 +0000 2021,,https://twitter.com/1stChiroGilroy/status/1355826420652539910/photo/1,http://dlvr.it/RrjP92,0,1355826420652539910,,,,en,"Gilroy, CA",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",How COVID-19 ‘Vaccines’ May Destroy the Lives of Millions https://t.co/yHdKbPyu5n https://t.co/wbk2PpGTHG,https://twitter.com/1stChiroGilroy/status/1355826420652539910,Tue Aug 16 22:53:21 +0000 2016,765682887899226112,false,"Dr. Sam @ First Chiropractic in Gilroy, CA! 25+ Years of Back Pain Relief Expertise! Pls Call for Appts: (408) 848-6222 - 7461 Eigleberry St. Gilroy, CA 95020",8,20,42,1,"Gilroy, CA",Sam Nijmeh,1stChiroGilroy,3222,,http://FirstChiropractic.co,false
"-96.80043,32.7832",Sun Jan 31 06:14:42 +0000 2021,GetOffMyLawn,,https://www.instagram.com/p/CKsusXsB8rK/?igshid=1rv3159lc2hf1,0,1355761405736194048,,,,en,"Dallas, TX",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",I guess they didn’t get the memo we are in the height of a pandemic. Not a mask in sight. #GetOffMyLawn *shakes fist* @ Larry's Downtown Breakfast and Brothel https://t.co/liBRaHTuet,https://twitter.com/LarryTheFairyTX/status/1355761405736194048,Thu Mar 05 22:56:34 +0000 2009,22993702,false,Larry The Fairy former most interesting gay man of Dallas & Miss Missed America.,616,337,313,3,"Dallas, Tx",Larry The Fairy,LarryTheFairyTX,4059,,https://www.amazon.com/hz/wishlist/ls/20LCX4YJ5OKYE,false
"-0.13608912,51.50413561",Sun Jan 31 09:54:02 +0000 2021,,,http://dlvr.it/RrjK47,0,1355816603686817794,,,,en,"London, England",false,,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Novavax Covid-19 vaccine shows 89% efficacy in UK clinical trials: Novavax Covid-19 vaccine shows 89% efficacy in UK clinical trials ... severe Covid-19 in 94 per cent of the study population that was HIV-negative. https://t.co/a0wHagLq7e,https://twitter.com/StigmabaseO/status/1355816603686817794,Thu Apr 29 13:56:48 +0000 2010,138418838,false,Americas — United Kingdom  | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative. Founded in 2010,0,4142,3742,262,Americas | United Kingdom,Stigmabase | ORG,StigmabaseO,1828239,,https://www.stigmabase.org/,false
"-81.0952,32.0702",Sun Jan 31 06:28:08 +0000 2021,CafeQuarantine ComeDown DjLORD ELITE HipHop RIPBIG TeamReloop TerrorWrist TurnTablism,,https://www.instagram.com/p/CKsubDKlTfj/?igshid=fr9cz6vait9i,9,1355764786718511104,,,,en,"Savannah, GA",false,,2,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","“HYPNOTIZE”🎩
@reloopdj 
#CafeQuarantine #ComeDown #DjLORD #ELITE #HipHop #RIPBIG #TeamReloop #TerrorWrist #TurnTablism @ Café Quarantine https://t.co/B2VECS3hBA",https://twitter.com/DjLORDofficial/status/1355764786718511104,Tue Nov 24 03:08:41 +0000 2009,92186516,false,https://t.co/dkB0StgvFC,8864,17369,8006,292,ATL. World CitiZen,DjLORD,DjLORDofficial,47970,,http://www.djlord.CO,true
"-0.1094,51.5141",Sun Jan 31 10:46:42 +0000 2021,mental cabaret londonlife covid_19 dancer music artscouncilengland bbc pakistan viral india ngo actorslife,,https://www.instagram.com/p/CKtNlIdnIZv/?igshid=1s010jw9lr3ir,2,1355829857767325698,,,,en,"City of London, London",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Tonight 7.30 YouTube channel Insaan Culture Funk #mental health #cabaret #londonlife #covid_19 #dancer  #music #artscouncilengland #bbc #pakistan #viral #india #ngo #actorslife @ London, United Kingdom https://t.co/yR9ftSIcJ1",https://twitter.com/twhittakerkhan/status/1355829857767325698,Tue Jul 14 23:44:34 +0000 2009,56857567,false,"youth worker, writer and lots more",111,180,0,6,london,y.whittaker-khan,twhittakerkhan,873,,,false
"116.1,-32.0167",Sun Jan 31 10:36:50 +0000 2021,,,https://www.instagram.com/p/CKtMw_YjHnu/?igshid=te8b42xfy34o,0,1355827374902939650,,,,en,"Carmel, Western Australia",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","And just like that, WA is in a 5 day lockdown ... luckily, we organised masks when our borders opened late last year. Stay safe everyone x @ Carmel, Western Australia, Australia https://t.co/MUq5vMHhzu",https://twitter.com/EmpressOfOrder/status/1355827374902939650,Thu May 21 01:13:01 +0000 2009,41497085,false,"Empress of Order - Head Empress, Wife, Mum, Mimi, Puppy and Plant Mumma, Champagne and Cocktail Lover",95,435,448,31,Carmel WA,EmpressOfOrder,EmpressOfOrder,11338,,https://www.empressoforder.com.au/links,false
"-0.31232001,53.75865173",Sun Jan 31 11:23:33 +0000 2021,,,,0,1355839130182311947,PJBHC,1355593797292478466,1592976386,en,"Hull, England",,,0,,,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@PJBHC @peter_levy Have you missed a global pandemic? It affects works, supplies, etc.",https://twitter.com/ramtops/status/1355839130182311947,Tue Jan 16 11:36:57 +0000 2007,645603,false,"Elderly webdev, owned by cats, like cooking, hate the Tories, love walking. #IStandWithUkraine.",27375,1211,1328,48,"Hull, East Riding of Yorkshire",𝚖𝚊𝚌 𝚓𝚘𝚛𝚍𝚊𝚗 #StandWithUkraine 🌻🇺🇦💙💛,ramtops,53987,,,false
"144.86528836,-37.79391479",Sun Jan 31 05:50:47 +0000 2021,,,https://www.foodnetwork.com/recipes/packages/baking-guide/yeasted-breads/how-to-make-sourdough-starter,13,1355755384800116740,,,,en,"Melbourne, Victoria",false,,1,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",This is the most important thing for your lockdown Perth https://t.co/OfWYphNpIA,https://twitter.com/madpilot/status/1355755384800116740,Tue Mar 20 10:38:56 +0000 2007,1611381,false,"Melbourne based web and mobile developer. Dabbling with microcontrollers, home automation and 3D printing. Lead Eng @AmberElectricAU - tweets mine, though.",1348,2290,1311,157,Melbourne,Myles Eftos,madpilot,56520,,http://myles.eftos.id.au,false
"-1.5106,52.4081",Sun Jan 31 11:22:50 +0000 2021,goodwinterlockdownfood homemade lasagne finners notfordoggies,,https://www.instagram.com/p/CKtSB5FJPRy/?igshid=eum9lgdbiw5,0,1355838950498308100,,,,en,"Coventry, England",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Love a good winter, lockdown homemade Italian treat 😁
And someone else was trying to eye it up too! 😁😋

#goodwinterlockdownfood #homemade #lasagne #finners #notfordoggies @ Coventry, United Kingdom https://t.co/DlDBzNRzkN",https://twitter.com/DomElmo/status/1355838950498308100,Wed Feb 15 18:59:13 +0000 2012,493383078,false,,472,86,261,0,"Coventry, England",Dom Elmer-Gorry,DomElmo,119,,,false
"11.14012,47.83673",Sun Jan 31 10:27:16 +0000 2021,Lockdown durchhalten durchstarten audi sline wirfüreuch staltmayr,,https://www.instagram.com/p/CKtLq5EFBbD/?igshid=1xj0vhwx0sp2t,0,1355824967435354113,,,,en,"Weilheim in Oberbayern, Deutschland",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",😷 #Lockdown - SONNTAG Nr. 7️⃣ von 9️⃣ 🤷🏻‍♂️ #durchhalten #durchstarten #audi #sline #wirfüreuch #staltmayr 2️⃣1️⃣ @ Fahrschule Staltmayr https://t.co/VGhFiz5jzP,https://twitter.com/fahrschule_fs/status/1355824967435354113,Fri Feb 05 09:31:58 +0000 2010,111549620,false,https://t.co/uhwJdpzuU9 Alle Infos auch auf Facebook: https://t.co/s6QmzLhfXi oder Instagram: fahrschule.wm,448,111,83,5,"Weilheim, Peissenberg",Christoph Staltmayr,fahrschule_fs,4493,,http://www.fahrschule-staltmayr.de,false
"-4.629734,54.08989",Sun Jan 31 09:01:24 +0000 2021,coronavirus iom coronaupdate,,https://netc.im/Covid-19,0,1355803357563285505,,,,en,"Ballasalla, Isle of Man",false,,0,,,"<a href=""http://www.netcetera.co.uk"" rel=""nofollow"">IOM</a>","Coronavirus Daily Update: As at 30 Jan 2021, in the Isle of Man there have been 434 confirmed cases. #coronavirus #iom #coronaupdate https://t.co/WNfsczfk7J",https://twitter.com/iom/status/1355803357563285505,Mon Aug 27 14:51:27 +0000 2007,8463142,false,Local news for the Isle of Man - brought to you by Netcetera Managed Hosting,6,4428,1305,70,Isle of Man,Isle of Man,iom,36021,,https://netcetera.uk,false
