coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"106.83084408,-6.17715275",Sun Mar 07 05:49:44 +0000 2021,35mm kodakcolorplus200,,https://www.instagram.com/p/CMGzu67ntBY/?igshid=19v2907oct6ci,0,1368438695985090562,,,,en,"Gambir, Indonesia",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Before the pandemic. 🚇
•
•
•
•
•
#35mm 
#kodakcolorplus200 @ Stasiun Gambir https://t.co/Lw8Qt9zXnJ",https://twitter.com/ichsan_dharma/status/1368438695985090562,Tue Aug 10 23:09:24 +0000 2010,176976673,false,,4857,521,281,4,Santiago Bernabéu,Ican,ichsan_dharma,88865,,https://open.spotify.com/user/ichsandharma?si=jSpXtnjPQCOhcrbC-vU88A,false
"21.008333,52.232222",Sun Mar 07 11:04:33 +0000 2021,aljazeera COVID,,https://www.aljazeera.com/news/2021/3/7/tighter-covid-curbs-stir-unrest-in-parts-of-latin-america,0,1368517923233554435,,,,en,"Warszawa, Polska",false,,0,,,"<a href=""https://tapbots.com/tweetbot/"" rel=""nofollow"">Twitter for iPhone 12 Pro Max </a>",#aljazeera Tighter #COVID curbs stir... https://t.co/wTolvVsnPJ,https://twitter.com/pidybi/status/1368517923233554435,Sat Mar 30 17:25:49 +0000 2013,1316862031,false,🤷‍♂️,219,569,590,250,Poland 🌍👈,𝔓𝔦𝔬𝔱𝔯,pidybi,633666,,,false
"-73.56725453,45.75975883",Sun Mar 07 08:35:33 +0000 2021,,,http://dlvr.it/Rv7R3k,0,1368480425807540224,,,,en,"Mascouche, Québec",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Fighting Stigma: What changes for every Irish person once they get the vaccine - can I stop wearing a mask and ...: Some priority groups, such as front-line healthcare workers and over 65s in long-term care centres, have already received their second… https://t.co/StuSgPFGGx",https://twitter.com/StigmabaseN/status/1368480425807540224,Wed Sep 15 15:55:47 +0000 2010,191092262,false,Ireland — Scotland — Inuit —  Svenska  | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative,0,1611,1297,110,Ireland | Scotland | Inuit | Skandinavien,Stigmabase | NORDIC,StigmabaseN,951930,,https://www.stigmabase.org/,false
"174.777,-41.2889",Sun Mar 07 07:18:32 +0000 2021,quarantine quarantinelife wellington,,https://www.instagram.com/p/CMG95TlDs6HoRbNE1o5F-S0nAA6Z49o2IpGRYA0/?igshid=md0ukzwel4ih,0,1368461046227169283,,,,en,"Wellington City, New Zealand",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Here is to my last week of quarantine #quarantine #quarantinelife #wellington @ Wellington, New Zealand https://t.co/5aGN8S5hcE",https://twitter.com/Jessicagrainer/status/1368461046227169283,Fri Jun 19 04:06:37 +0000 2009,48604285,false,,17424,34,376,1,New Zealand,Jessica Grainer⁷,Jessicagrainer,546,,,false
"-8.14739322,53.69384481",Sun Mar 07 11:24:25 +0000 2021,,,https://www.instagram.com/p/CMHaCNsnv3x/?igshid=1lkpjtxeavl6e,0,1368522923229773826,,,,en,"Roscommon, Ireland",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Nothing to see here, just another bunny, waiting for it to be sunny ☀️ 

🌸 Happy Sunday 🌸

DIY bunny made from wire and twine 🙌  because lockdown is the year we over decorate for every single occasion right? https://t.co/oNGS6UYJHF",https://twitter.com/michellefallon/status/1368522923229773826,Wed Mar 11 13:23:54 +0000 2009,23761519,false,Teaching you how to be #creative  Sewing Kit Designer Home/Lifestyle/Creative Blogger Insta @michellemadethis,2810,1555,2904,59,Ireland,michellemadethis,michellefallon,7437,,http://www.michellemadethis.com,false
"-2.99679127,51.58968408",Sun Mar 07 08:46:41 +0000 2021,deathtrapstheband deathtrapsrock thepitnewport mccansrockandalebar newportwales lastgigbeforecovidfuckedtheworld,,https://www.instagram.com/p/CMHH-4ZjVzy/?igshid=1uzfcjhptu1q,3,1368483228257050625,,,,en,"Newport, Wales",false,,3,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","1 year and 1 day since we last went out to play. Fuck you covid you cunt!!!
•••••
#deathtrapstheband #deathtrapsrock #thepitnewport #mccansrockandalebar #newportwales #lastgigbeforecovidfuckedtheworld https://t.co/P6xi9vo2vE",https://twitter.com/Deathtrapsband/status/1368483228257050625,Mon Jan 02 19:53:58 +0000 2017,816009660717297664,false,3 piece action rock garage punk from the bottom bit of Wales. Turbojugend Newport 🏴󠁧󠁢󠁷󠁬󠁳󠁿,1203,353,393,5,"Wales, United Kingdom",★ 𝕯𝖊𝖆𝖙𝖍𝖙𝖗𝖆𝖕𝖘 ★,Deathtrapsband,1462,,https://bandcamp.com/deathtraps,false
"-73.56725453,45.75975883",Sun Mar 07 04:39:03 +0000 2021,,,http://dlvr.it/Rv720N,0,1368420908101033987,,,,en,"Mascouche, Québec",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Fighting Stigma: Covid-19 Ireland cases today: 539 new infections confirmed, 14 further deaths: ""Next week we will begin to vaccinate those with underlying health conditions as well as continuing to vaccinate the over-70s and healthcare workers."". https://t.co/NpOUHo8Pv4",https://twitter.com/StigmabaseN/status/1368420908101033987,Wed Sep 15 15:55:47 +0000 2010,191092262,false,Ireland — Scotland — Inuit —  Svenska  | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative,0,1611,1297,110,Ireland | Scotland | Inuit | Skandinavien,Stigmabase | NORDIC,StigmabaseN,951930,,https://www.stigmabase.org/,false
"-1.01866111,53.73023611",Sun Mar 07 11:45:26 +0000 2021,,,https://www.instagram.com/p/CMHcbbuhFYEYCCj9JtcjNlC85LD7QawMjK1G1c0/?igshid=p8yzm8v4ps1y,2,1368528213052391424,,,,en,"Yorkshire and The Humber, England",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Both COVID vaccine jabs booked in.... 😔. Me? Scared? @ Camblesforth https://t.co/hmmrJyD0DB,https://twitter.com/Housesetc/status/1368528213052391424,Fri Jul 31 10:49:28 +0000 2009,61745288,false,"MD, Multi Award Winning, 5-star rated Estate Agent, Classic, Low & Auction...we love selling houses in Goole, Snaith, Howden & all surrounding areas.",33333,1395,1437,85,"Yorkshire and The Humber, Engl",Dave Leake 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇮🇹,Housesetc,32690,,http://www.housesetc.co.uk,false
"-1.969,52.476",Sun Mar 07 12:03:26 +0000 2021,watercolourartist watercolourpainting johnpnewmandotcom,,https://www.instagram.com/p/CMHef6pj8_8/?igshid=o69ia286qep9,0,1368532741516632076,,,,en,"West Bromwich, England",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Lockdown 3.0 Project #watercolourartist #watercolourpainting #johnpnewmandotcom and another three! @ Bearwood, West Midlands https://t.co/ybzWx1x26G",https://twitter.com/johnpnewman1/status/1368532741516632076,Sun Jan 01 12:04:18 +0000 2012,452093129,false,"Experienced Architect and Landscape Designer, Visiting Tutor at BCU, Watercolour Artist and Gardener.  Keen on sustainable solutions to design challenges.",931,136,288,4,"Bearwood, West Midlands, UK",Red Bear Landscape Ltd,johnpnewman1,674,,http://redbearlandscape.com,false
"-73.56725453,45.75975883",Sun Mar 07 11:33:33 +0000 2021,,,http://dlvr.it/Rv7nvL,0,1368525220114432003,,,,en,"Mascouche, Québec",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Fighting Stigma: Patients' group joins calls to vaccinate pregnant women: The four cases of cases of Covid Placentitis were flagged with the Health ... infection, known as Covid Placentitis, were recently reported in Ireland. https://t.co/2ybiJfAbYn",https://twitter.com/StigmabaseN/status/1368525220114432003,Wed Sep 15 15:55:47 +0000 2010,191092262,false,Ireland — Scotland — Inuit —  Svenska  | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative,0,1611,1297,110,Ireland | Scotland | Inuit | Skandinavien,Stigmabase | NORDIC,StigmabaseN,951930,,https://www.stigmabase.org/,false
