coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"-79.7164011,43.7742911",Thu Nov 11 13:54:06 +0000 2021,India NEWS,,http://dlvr.it/SCK9zj,0,1458795170611150850,,,,en,"Brampton, Ontario",false,,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","India reports 13,091 new Covid-19 cases, 340 deaths: In the last 24 hours, India registered 13,091 fresh Covid-19 cases and 340 deaths, the Union Health Ministry said on Thursday. With the new fatalities, the nationwide death toll has… https://t.co/eDBEsx6dkS #India #NEWS",https://twitter.com/Weeklyvoice/status/1458795170611150850,Tue Mar 30 17:43:21 +0000 2010,127943720,false,Most Trusted News in North America’s South Asian Communities Since 1997,172,494,299,11,Toronto,Weekly Voice,Weeklyvoice,37110,,http://www.Weeklyvoice.com,false
"-73.56725453,45.75975883",Thu Nov 11 15:08:45 +0000 2021,,,http://dlvr.it/SCKPDs,0,1458813957238505483,,,,en,"Mascouche, Québec",false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Fighting Stigma: 'Dishonest' to blame pandemic for child surgery delays — RTE: Chief Executive of Children's Health Ireland Eilish Hardiman said the annual target of 382 spinal treatments in children was ""decimated"" due to ... https://t.co/G5mUI96rOA",https://twitter.com/StigmabaseN/status/1458813957238505483,Wed Sep 15 15:55:47 +0000 2010,191092262,false,Ireland — Scotland — Inuit —  Svenska  | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative,0,1610,1297,111,Ireland | Scotland | Inuit | Skandinavien,Stigmabase | NORDIC,StigmabaseN,952244,,https://www.stigmabase.org/,false
"116.52099609,40.01709786",Thu Nov 11 05:03:09 +0000 2021,,,http://dlvr.it/SCHryt,0,1458661552442073088,,,,en,"北京, 中华人民共和国",false,,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",ZHNR — IOC raises a COVID caveat for Beijing 2022 protest zones: Human rights activists have targeted the Feb 4-20 Games over China's treatment of Uyghurs and other Muslim minorities in its northwest. View article... https://t.co/nqiSs0VoJu,https://twitter.com/StigmabaseU/status/1458661552442073088,Tue Oct 26 15:04:54 +0000 2010,208056970,false,Asia — भारत  — Türkçe — Čeština — ελληνικά | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative,0,2528,2405,117,WORLDWIDE,Stigmabase | UN,StigmabaseU,1607140,,https://www.stigmabase.org/,false
"-73.56726563,45.63697547",Thu Nov 11 13:10:06 +0000 2021,,,http://dlvr.it/SCK3PQ,0,1458784099405996035,,,,en,"Montréal, Québec",false,,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Fighting Stigma : Fear of mental health stigma among 'significant minority' of global workers — International Investment: Sadly stigma, particularly around mental health, means some employees still believe they could face repercussions if they reveal… https://t.co/Jyb31Ygkkb",https://twitter.com/stigmabase/status/1458784099405996035,Wed Sep 01 21:06:16 +0000 2010,185789961,false,Dedicated to Education | Keeping up-to-date on global exclusion — Serving the truth — Stigmabase is a canadian internet non-profit Initiative. Founded in 2010,0,962,689,71,Worldwide,STIGMABASE | EDU,stigmabase,820492,,https://www.stigmabase.org/,false
"-80.1335,25.8138",Thu Nov 11 17:31:19 +0000 2021,,,https://www.instagram.com/p/CWJN7xCFC6C/?utm_medium=twitter,0,1458849835591819273,,,,en,"Miami Beach, FL",true,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","THURSDAY TURN UP📶📶 CLICK THE LINK IN MY BIO TO CONNECT TO THE STATION ALL DAY 24/7 🔥 PLEASE BE SAFE AND WEAR A MASK 😷 @ Miami Beach, Florida https://t.co/n8x5FXpMiW",https://twitter.com/DJPRIMETIME_305/status/1458849835591819273,Sat Jan 16 01:22:39 +0000 2010,105323765,false,Mr On The Grind Himself Hit Me Up 786-262-2476 Primetimelive@gmail.com https://t.co/XBgnaRcqhT THESTREETSFM is on Mixlr https://t.co/Xew1Sx6fAw,30,4873,4747,15,305 MIAMI,PRIMEZOE,DJPRIMETIME_305,14952,,https://SONYMUSIC.COM,false
"106.78002555,-6.29088317",Thu Nov 11 06:34:40 +0000 2021,,,https://www.instagram.com/p/CWICz-KFyeR/?utm_medium=twitter,0,1458684585055821826,,,,en,"Kebayoran Lama, Indonesia",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Lunch!!!
Why am I not gaining weight having these meals here? haha

Day 2 in Hotel Quarantine. @ Mercure Jakarta Simatupang https://t.co/kCeEjXeMin",https://twitter.com/winanci/status/1458684585055821826,Sun Nov 08 11:30:40 +0000 2009,88400772,false,"Gang Senggol = Hougang Sengkang Punggol (Wawan)
Age & Weight are just numbers, but frankly people need to remember being overweight is mostly not healthy.",8714,650,829,4,Singapore,Wawan Setiawan,winanci,9246,,http://isk8.me,false
"2.1525,41.39675",Thu Nov 11 06:50:17 +0000 2021,vaccine Oxford,,http://tinyurl.com/yf26k5z8,0,1458688514208538625,,,,en,"Barcelona, España",false,,0,,,"<a href=""https://tapbots.com/tweetbot/"" rel=""nofollow"">Twitter for iPhone 12 Pro Max </a>",Clinical trials start for new Ebola #vaccine developed by the University of #Oxford https://t.co/g1IyyZLwtJ,https://twitter.com/pidybi/status/1458688514208538625,Sat Mar 30 17:25:49 +0000 2013,1316862031,false,🤷‍♂️,219,569,590,250,Poland 🌍👈,𝔓𝔦𝔬𝔱𝔯,pidybi,633666,,,false
"-73.6197588,45.51950705",Thu Nov 11 15:27:04 +0000 2021,,,http://dlvr.it/SCKS1V,0,1458818565365125124,,,,en,"Montréal, Québec",false,,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","TW : Development and Initial Validation of Stigma Towards Healthcare Providers Working with COVID-19...: 91), test–retest reliability was moderate, and construct validity showed an inverse correlation with social support. 21 The results proved good… https://t.co/WQyXhrlmvH",https://twitter.com/stigmabase/status/1458818565365125124,Wed Sep 01 21:06:16 +0000 2010,185789961,false,Dedicated to Education | Keeping up-to-date on global exclusion — Serving the truth — Stigmabase is a canadian internet non-profit Initiative. Founded in 2010,0,962,689,71,Worldwide,STIGMABASE | EDU,stigmabase,820492,,https://www.stigmabase.org/,false
"-117.551455,33.843014",Thu Nov 11 08:38:16 +0000 2021,jobs,,http://joburl.ws/15751130,0,1458715688139427840,,,,en,"Corona, CA",false,,0,,,"<a href=""http://www.boxwoodtech.com"" rel=""nofollow"">CareerCenter</a>","Now Hiring: Operations Supervisor - International | Penske Truck Leasing: Corona, California | https://t.co/cd8Wh9QrjN #jobs",https://twitter.com/cscmp/status/1458715688139427840,Fri May 02 18:09:29 +0000 2008,14629035,false,Educating and Connecting the World's Supply Chain Professionals: #CSCMP  EDGE Conference: #CSCMPEDGE  https://t.co/GPgLtVzoAl,9125,23224,869,561,"Lombard, Illinois",cscmp,cscmp,36630,,http://cscmp.org,false
"-0.11688977,50.87199477",Thu Nov 11 12:12:18 +0000 2021,fujifilmxt3 fujifilm autumn naturephotography stanmer,,https://www.instagram.com/p/CWIpccNIp_T/?utm_medium=twitter,0,1458769551819161604,,,,en,"South East, England",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Prior to Covid isolation I got to film and photograph Autumn in Stanmer woods.
#fujifilmxt3 #fujifilm #autumn #naturephotography #stanmer @ Stanmer Woods https://t.co/OVhgROuc5K",https://twitter.com/roachphotouk/status/1458769551819161604,Mon Apr 30 17:42:10 +0000 2012,567487989,false,"Brighton UK portrait photographer. Headshots, environmental portraits, musicians and anything my creative mind can see! Fujifilm, Osmo Pocket and Insta360 One R",23301,649,1559,36,Brighton,Andrew Roach,roachphotouk,8173,,http://roachphotography.co.uk,false
