coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"-117.6602,33.8764",Sat May 21 15:40:43 +0000 2022,Corona LAtraffic,,http://bit.ly/10F395r,0,1528038082259390464,,,,en,"Corona, CA",false,,0,,,"<a href=""http://www.sigalert.com/Map.asp?region=Greater+Los+Angeles"" rel=""nofollow"">TTN LA traffic</a>","Disabled vehicle. Left lane blocked in #Corona on 91 (SR-91 Riverside Fwy) EB after Green Riv Rd, stopped traffic back to Hwy 241 #LAtraffic https://t.co/e2e6MWkOvI",https://twitter.com/TotalTrafficLA/status/1528038082259390464,Wed Aug 12 21:43:18 +0000 2009,65171105,false,Providing you #LIVE #traffic updates for your #SoCal drive! Got a tip? Dial #250 and use the keyword “So Cal Traffic”,302,18794,621,687,Southern California,Total Traffic LA,TotalTrafficLA,294330,,https://www.ttwnetwork.com/,false
"-119.27378,50.26569",Sat May 21 21:58:04 +0000 2022,,,https://www.instagram.com/p/Cd1gUBkvtH1/?igshid=YTgzYjQ4ZTY=,0,1528133046133592064,,,,en,"Vernon, British Columbia",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","We would tell you a covid joke, but there’s a 90% chance you wouldn’t get it. But if you come to The 102nd Falkland Stampede, you’ll have fun 100%! 🤠 @ Vernon, British Columbia https://t.co/USCKRjjQy6",https://twitter.com/VernonDodge/status/1528133046133592064,Fri Dec 10 17:41:17 +0000 2010,225098339,false,The Friendliest Dealer in the Okanagan since 1941! ☺️,34,1077,977,32,"Vernon, BC",Vernon Dodge Jeep,VernonDodge,1465,,,false
"-1.54753804,53.7966774",Sat May 21 13:30:56 +0000 2022,,,https://www.instagram.com/p/Cd0mRqFMA3_FU6jKpC0B3KQtBTcZGwaDYq9nT80/?igshid=YTgzYjQ4ZTY=,2,1528005423944458246,,,,en,"Leeds, England",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Fun getting to catch up with friends again when your opening line becomes, “so how was your pandemic?“ @ Banyan https://t.co/R3gU2F6396",https://twitter.com/robmoriarty/status/1528005423944458246,Thu Dec 23 16:21:34 +0000 2010,229889067,false,"Fought a swimming pool years ago, lost resoundingly. C4/5 SCI. @NHSEngland @Pers_Care Strategic Coproduction Group #PeerLeader, Lecturer, sci-fi fan, dodgy SOH.",1091,819,1300,32,"Leeds, UK",Rob Moriarty,robmoriarty,1306,,https://www.robmoriarty.co.uk,false
"113.94604843,22.29531066",Sat May 21 01:34:05 +0000 2022,,,https://www.instagram.com/p/CdzUPOBvdKG/?igshid=YTgzYjQ4ZTY=,0,1527825019862130688,,,,en,"離島, 香港",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",At @sheratonhongkongtungchung  for quarantine. Good view but food is horrible. Look at what they give ! This is supposed to be a 5star hotel but serves like a noodle shop. Don’t recommend and will never come back. https://t.co/wqy6MEdmV6,https://twitter.com/ChamindaG1/status/1527825019862130688,Sat Mar 13 13:06:38 +0000 2010,122661160,false,"my views are strictly personal and harmless. if you need to know who I am, Google my name !",315,206,164,5,Hong Kong,Chaminda Gunasekera.FCILT,ChamindaG1,1203,,,false
"-78.3989,40.50719",Sat May 21 19:10:14 +0000 2022,hellocovid,,https://www.instagram.com/p/Cd1NG2Juez6/?igshid=YTgzYjQ4ZTY=,0,1528090811212128263,,,,en,"Pennsylvania, USA",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","It happened. 2 years and 2 months into the pandemic and it finally happened…. 😑 #hellocovid @ Altoona, Pennsylvania https://t.co/JX4Cl3ZUih",https://twitter.com/ahuntsbe128/status/1528090811212128263,Tue Nov 17 05:51:45 +0000 2009,90572597,false,"Child of God, Wife, Levi's Mommy, Pastor. She/her.",601,138,375,0,Pennsylvania,Amanda McCaffery,ahuntsbe128,4630,,http://www.facebook.com/ahuntsbe,false
"-1.107417,53.519348",Sat May 21 12:57:27 +0000 2022,,https://twitter.com/MJSand66/status/1527996996296097795/photo/1,https://www.swarmapp.com/c/fCWebe1TqVJ,1,1527996996296097795,,,,en,"Doncaster, England",false,,0,,,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","Bringing the Mother Unit for her covid booster jab. Doggo along for the ride (@ Hilton Garden Inn in Doncaster, England) https://t.co/n5xyrKCoEf https://t.co/fb8G6CVOBq",https://twitter.com/MJSand66/status/1527996996296097795,Thu Dec 17 08:14:04 +0000 2009,97395479,false,Contains Language That May Offend. Live in Leeds. Older & grumpier. Left Financial Services after 30 years 🤗 Husband to @mn1477. Owt else? He/Him,15913,315,1452,0,"Gildersome, England",Mark Sandland 🇺🇦,MJSand66,14853,,,false
"-73.841264,40.743055",Sat May 21 22:49:26 +0000 2022,,,https://www.instagram.com/p/Cd1mMRRLkvX/?igshid=YTgzYjQ4ZTY=,0,1528145974962659330,,,,en,"Queens, NY",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Just posted a photo @ Flushing Meadows-Corona Park https://t.co/xyPms2hNLc,https://twitter.com/thebyron/status/1528145974962659330,Wed Aug 20 14:42:33 +0000 2008,15918159,false,Political Strategist and Consultant. Fashionista. Bon Vivant of NYC. Southern born. Cocktails🍸. Sports is Life. Political Savant.,4520,644,5001,36,New York City,Byron C. James,thebyron,23178,,https://www.nytimes.com/2020/06/09/opinion/this-you-black-twitter.html?action=click&module=Opinion&p,false
"-0.12731805,51.50711486",Sat May 21 19:53:02 +0000 2022,,,https://www.instagram.com/p/Cd1SAC8KBOh/?igshid=YTgzYjQ4ZTY=,0,1528101582797164545,,,,en,"London, England",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","In 2022, Covid 19 out, Monkeypox in. @ Worldwide https://t.co/EXyaJTZoC3",https://twitter.com/Arenaz67421353/status/1528101582797164545,Wed Jul 08 13:25:05 +0000 2020,1280855273125576704,false,T-shirts shop,101,29,248,0,,Arenaz Tees,Arenaz67421353,490,,http://arenaz.redbubble.com,false
"-122.35079988,47.62390876",Sat May 21 04:43:03 +0000 2022,,,https://www.instagram.com/p/Cdzp3WXON_-/?igshid=YTgzYjQ4ZTY=,1,1527872577313587200,,,,en,"Seattle, WA",false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",First opera since the start of the pandemic. Amazing Figaro from @seattleopera conducted by Alevtina Loffe. By far the most humorous performance of this I have seen with some very entertaining projected  ‘translations’ https://t.co/LbSbdqv88H,https://twitter.com/CapnIain/status/1527872577313587200,Sun Jul 12 07:10:27 +0000 2009,56040694,false,,95,22,51,1,"California, MD",Iain Sommerville,CapnIain,225,,,false
"13.1199934,52.381905",Sat May 21 01:22:23 +0000 2022,nowplaying FifthHarmony Bayern Unterfranken DAB,,,0,1527822078166056968,,,,en,"Potsdam, Deutschland",,,0,,,"<a href=""http://www.radioteddy.de"" rel=""nofollow"">Radio Teddy Music App</a>",#nowplaying #FifthHarmony ~ Fifth Harmony | Work From Home ||| Radio TEDDY - In #Bayern #Unterfranken #DAB auf Kanal 10A,https://twitter.com/RadioTeddyMusic/status/1527822078166056968,Wed Jun 30 11:49:58 +0000 2010,161262801,false,Das Kinderradio für die ganze Familie. Macht Spaß! Macht schlau!,0,1073,145,115,"Potsdam, Germany, Europe",Radio TEDDY Playlist,RadioTeddyMusic,1053413,,http://www.radioteddy.de,false
